LE_MET_level6 param_b
0 0.4336728
1 0.5
2 0.5
3 0.5
4 0.5
5 0.5
6 0.5
7 0.5
8 0.5
9 0.5
10 0.4336728
11 0.5
12 0.5
13 0.1175892
14 0.4336728
15 0.5
16 0.5
17 0.1175892
18 0.1175892
